#SYM,SYM,securityType,market,quoteCurrency,contractMultiplier,minimumPriceVariation,lotSize,marketTicker,minimumOrderSize,priceMagnifier,strikeMultiplier
SPY,SPY,Equity,usa,USD,1,0.01,1,SPY,1,1,1
